"message_id","track_id","terminal_id","lat","lon","timestamp","speed","course","voltage","motion","alt","source","ignition","odometer","satellites","gsmlevel","sensors","externals","outputs","can_data","temperature","created"
"297182233058697299400484203712754603155","3682128658","433100526945556","57.77677536010742","39.228946685791016",1691300211,115,66,"13.699",NULL,"182","DTM",1,NULL,21,NULL,"{""0"": 0, ""1"": 0, ""2"": 1, ""3"": 0}","{}","{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}","{""LLS_0"": 946, ""xLLS_71"": 946}","{}","2023-08-06 08:37:07.061616"
"80775089665539709148307952430853658762","3682128658","433100526945556","57.777320861816406","39.23077392578125",1691300215,117,62,"13.663",NULL,"182","DTM",1,NULL,21,NULL,"{""0"": 0, ""1"": 0, ""2"": 1, ""3"": 0}","{}","{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}","{""LLS_0"": 945, ""xLLS_71"": 945}","{}","2023-08-06 08:37:06.954421"
"76345948440344818352478717419242863288","3682128658","433100526945556","57.77796173095703","39.2325325012207",1691300219,119,56,"13.672",NULL,"182","DTM",1,NULL,20,NULL,"{""0"": 0, ""1"": 0, ""2"": 1, ""3"": 0}","{}","{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}","{""LLS_0"": 945, ""xLLS_71"": 945}","{}","2023-08-06 08:37:17.318129"
"300925254287897787838838311021356039126","3682128658","433100526945556","57.7786865234375","39.234214782714844",1691300223,122,52,"13.654",NULL,"182","DTM",1,NULL,20,NULL,"{""0"": 0, ""1"": 0, ""2"": 1, ""3"": 0}","{}","{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}","{""LLS_0"": 945, ""xLLS_71"": 945}","{}","2023-08-06 08:37:17.522113"
"276378652450478687504786470275532276752","3682128658","433100526945556","57.77992248535156","39.23664474487305",1691300229,122,48,"13.787",NULL,"182","DTM",1,NULL,21,NULL,"{""0"": 0, ""1"": 0, ""2"": 1, ""3"": 0}","{}","{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}","{""LLS_0"": 944, ""xLLS_71"": 944}","{}","2023-08-06 08:37:28.573596"
"199810702546858923571553263617107315681","3682128658","433100526945556","57.784645080566406","39.2452392578125",1691300251,124,52,"13.672",NULL,"172","DTM",1,NULL,20,NULL,"{""0"": 0, ""1"": 0, ""2"": 1, ""3"": 0}","{}","{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}","{""LLS_0"": 925, ""xLLS_71"": 925}","{}","2023-08-06 08:37:49.43664"
"117881401488230496542076688671334580019","3682128658","433100526945556","57.78519821166992","39.246578216552734",1691300254,122,58,"13.654",NULL,"172","DTM",1,NULL,19,NULL,"{""0"": 0, ""1"": 0, ""2"": 1, ""3"": 0}","{}","{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}","{""LLS_0"": 922, ""xLLS_71"": 922}","{}","2023-08-06 08:38:11.21392"
"59369143454508120436548122578125745158","3682128658","433100526945556","57.78844451904297","39.25576400756836",1691300274,120,52,"13.725",NULL,"162","DTM",1,NULL,20,NULL,"{""0"": 0, ""1"": 0, ""2"": 1, ""3"": 0}","{}","{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}","{""LLS_0"": 922, ""xLLS_71"": 922}","{}","2023-08-06 08:38:10.903046"
"116841338539803934202599049622255364076","3682128658","433100526945556","57.789241790771484","39.257389068603516",1691300278,122,48,"13.708",NULL,"152","DTM",1,NULL,20,NULL,"{""0"": 0, ""1"": 0, ""2"": 1, ""3"": 0}","{}","{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}","{""LLS_0"": 924, ""xLLS_71"": 924}","{}","2023-08-06 08:38:10.879849"
"314161957191907118036602334214087584864","3682128658","433100526945556","57.79011917114258","39.258907318115234",1691300282,122,42,"13.699",NULL,"152","DTM",1,NULL,21,NULL,"{""0"": 0, ""1"": 0, ""2"": 1, ""3"": 0}","{}","{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}","{""LLS_0"": 924, ""xLLS_71"": 924}","{}","2023-08-06 08:38:21.607009"
