"message_id","track_id","terminal_id","lat","lon","timestamp","speed","course","voltage","motion","alt","source","ignition","odometer","satellites","gsmlevel","sensors","externals","outputs","can_data","temperature","created"
"125941018025133933056268925187049024874","1044029374","433100526944851","57.801334381103516","40.00114059448242",1691305153,0,212,"25.4",NULL,"162","DTM",0,NULL,17,NULL,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0}","{}","{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}","{""LLS_0"": 1832, ""xLLS_71"": 1832}","{}","2023-08-06 09:59:32.942553"
"80060627157659291164226641788957279976","1044029374","433100526944851","57.801334381103516","40.00114059448242",1691305303,0,212,"25.4",NULL,"162","DTM",0,NULL,17,NULL,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0}","{}","{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}","{""LLS_0"": 1832, ""xLLS_71"": 1832}","{}","2023-08-06 10:02:00.969809"
"212068362959070591481762391768972562331","1044029374","433100526944851","57.801334381103516","40.00114059448242",1691305453,0,212,"25.382",NULL,"162","DTM",0,NULL,17,NULL,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0}","{}","{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}","{""LLS_0"": 1833, ""xLLS_71"": 1833}","{}","2023-08-06 10:04:30.265072"
"23168992579804835007180170777469049563","1044029374","433100526944851","57.801334381103516","40.00114059448242",1691305603,0,212,"25.329",NULL,"162","DTM",0,NULL,17,NULL,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0}","{}","{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}","{""LLS_0"": 1833, ""xLLS_71"": 1833}","{}","2023-08-06 10:06:58.79258"
"66196627296642617902498229510376553451","1044029374","433100526944851","57.801334381103516","40.00114059448242",1691305753,0,212,"25.364",NULL,"162","DTM",0,NULL,16,NULL,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0}","{}","{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}","{""LLS_0"": 1833, ""xLLS_71"": 1833}","{}","2023-08-06 10:09:29.420894"
"305378347347269208092344281469983730945","1044029374","433100526944851","57.801334381103516","40.00114059448242",1691305903,0,212,"25.382",NULL,"162","DTM",0,NULL,14,NULL,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0}","{}","{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}","{""LLS_0"": 1833, ""xLLS_71"": 1833}","{}","2023-08-06 10:12:02.751966"
"54325664221660758667901193505291010554","1044029374","433100526944851","57.801334381103516","40.00114059448242",1691306053,0,212,"25.382",NULL,"162","DTM",0,NULL,17,NULL,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0}","{}","{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}","{""LLS_0"": 1833, ""xLLS_71"": 1833}","{}","2023-08-06 10:14:34.63153"
"105239954665252256554784137067458456315","1044029374","433100526944851","57.801334381103516","40.00114059448242",1691306203,0,212,"25.373",NULL,"162","DTM",0,NULL,17,NULL,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0}","{}","{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}","{""LLS_0"": 1833, ""xLLS_71"": 1833}","{}","2023-08-06 10:17:04.806666"
"245491647440301393731389617216485353566","1044029374","433100526944851","57.801334381103516","40.00114059448242",1691306353,0,212,"25.32",NULL,"162","DTM",0,NULL,17,NULL,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0}","{}","{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}","{""LLS_0"": 1833, ""xLLS_71"": 1833}","{}","2023-08-06 10:19:32.716771"
"13004591133039335442008886807950224097","1044029374","433100526944851","57.801334381103516","40.00114059448242",1691306503,0,212,"25.364",NULL,"162","DTM",0,NULL,16,NULL,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0}","{}","{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}","{""LLS_0"": 1833, ""xLLS_71"": 1833}","{}","2023-08-06 10:22:02.248514"
