"message_id","track_id","terminal_id","lat","lon","timestamp","speed","course","voltage","motion","alt","source","ignition","odometer","satellites","gsmlevel","sensors","externals","outputs","can_data","temperature","created"
"286061035845348529686678992584184413282","1644505306","433100526950621","57.804222106933594","39.034053802490234",1691300223,0,358,"12.006",NULL,"172","DTM",0,NULL,18,NULL,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0}","{}","{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}","{""LLS_0"": 1396, ""xLLS_71"": 1396}","{}","2023-08-06 08:37:17.490796"
"335931235654934824972215244986753458131","1644505306","433100526950621","57.80430603027344","39.03398132324219",1691300246,0,330,"11.997",NULL,"172","DTM",0,NULL,17,NULL,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0}","{}","{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}","{""LLS_0"": 1396, ""xLLS_71"": 1396}","{}","2023-08-06 08:37:49.583663"
"225728963373051150851485129420622759632","1644505306","433100526950621","57.80430603027344","39.03398132324219",1691300396,0,330,"11.935",NULL,"172","DTM",0,NULL,20,NULL,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0}","{}","{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}","{""LLS_0"": 1395, ""xLLS_71"": 1395}","{}","2023-08-06 08:41:34.525735"
"34651177804447546112450690027506766058","1644505306","433100526950621","57.80430603027344","39.03398132324219",1691300396,0,330,"11.935",NULL,"172","DTM",0,NULL,20,NULL,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0}","{}","{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}","{""LLS_0"": 1395, ""xLLS_71"": 1395}","{}","2023-08-06 08:41:58.177764"
"199124925379174945111183952130806660589","1644505306","433100526950621","57.80430603027344","39.03398132324219",1691300538,0,330,"11.899",NULL,"172","DTM",0,NULL,20,NULL,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0}","{}","{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}","{""LLS_0"": 1395, ""xLLS_71"": 1395}","{}","2023-08-06 08:42:30.945144"
"212667050340767458448927005538410477138","1644505306","433100526950621","57.80439376831055","39.03392791748047",1691300560,0,350,"11.899",NULL,"162","DTM",0,NULL,19,NULL,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0}","{}","{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}","{""LLS_0"": 1395, ""xLLS_71"": 1395}","{}","2023-08-06 08:43:02.6277"
"115621251353304836587907533065405369932","1644505306","433100526950621","57.80439376831055","39.03392791748047",1691300571,0,350,"11.926",NULL,"162","DTM",0,NULL,19,NULL,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0}","{}","{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}","{""LLS_0"": 1395, ""xLLS_71"": 1395}","{}","2023-08-06 08:43:12.802287"
"110450556282573920267269063658467749411","1644505306","433100526950621","57.80439376831055","39.03392791748047",1691300590,0,350,"11.811",NULL,"162","DTM",0,NULL,20,NULL,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0}","{}","{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}","{""LLS_0"": 1395, ""xLLS_71"": 1395}","{}","2023-08-06 08:43:33.93356"
"284664927199805372001009031672147754311","1644505306","433100526950621","57.80439376831055","39.03392791748047",1691300678,0,350,"11.5",NULL,"162","DTM",1,NULL,20,NULL,"{""0"": 0, ""1"": 0, ""2"": 1, ""3"": 0}","{}","{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}","{""LLS_0"": 1396, ""xLLS_71"": 1396}","{}","2023-08-06 08:44:50.01648"
"181173674926531374204412632883081840699","1644505306","433100526950621","57.80439376831055","39.03392791748047",1691300679,0,350,"11.509",NULL,"162","DTM",0,NULL,20,NULL,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0}","{}","{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}","{""LLS_0"": 1396, ""xLLS_71"": 1396}","{}","2023-08-06 08:44:50.25724"
"186377230101105312488293760755887594792","1644505306","433100526950621","57.80439376831055","39.03392791748047",1691300680,0,350,"9.063",NULL,"162","DTM",0,NULL,20,NULL,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0}","{}","{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}","{""LLS_0"": 1396, ""xLLS_71"": 1396}","{}","2023-08-06 08:44:50.17451"
"167514440099425981032359686434621641008","1644505306","433100526950621","57.80439376831055","39.03392791748047",1691300680,0,350,"11.323",NULL,"162","DTM",1,NULL,20,NULL,"{""0"": 0, ""1"": 0, ""2"": 1, ""3"": 0}","{}","{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}","{""LLS_0"": 1396, ""xLLS_71"": 1396}","{}","2023-08-06 08:45:01.029166"
"72970031571769336981565140515973419607","1644505306","433100526950621","57.804134368896484","39.033565521240234",1691300705,9,244,"13.973",NULL,"162","DTM",1,NULL,19,NULL,"{""0"": 0, ""1"": 0, ""2"": 1, ""3"": 0}","{}","{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}","{""LLS_0"": 1396, ""xLLS_71"": 1396}","{}","2023-08-06 08:45:22.281909"
"301966788644661762752273045311964189577","1644505306","433100526950621","57.80411148071289","39.03346252441406",1691300708,9,308,"13.814",NULL,"162","DTM",1,NULL,18,NULL,"{""0"": 0, ""1"": 0, ""2"": 1, ""3"": 0}","{}","{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}","{""LLS_0"": 1396, ""xLLS_71"": 1396}","{}","2023-08-06 08:45:22.624574"
"338674658968877076719361191530545564575","1644505306","433100526950621","57.80416488647461","39.03337860107422",1691300712,9,334,"13.956",NULL,"162","DTM",1,NULL,21,NULL,"{""0"": 0, ""1"": 0, ""2"": 1, ""3"": 0}","{}","{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}","{""LLS_0"": 1396, ""xLLS_71"": 1396}","{}","2023-08-06 08:45:33.248045"
"74655677590897569147937467923523560962","1644505306","433100526950621","57.80449295043945","39.0329475402832",1691300726,22,324,"14.018",NULL,"162","DTM",1,NULL,21,NULL,"{""0"": 0, ""1"": 0, ""2"": 1, ""3"": 0}","{}","{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}","{""LLS_0"": 1395, ""xLLS_71"": 1395}","{}","2023-08-06 08:45:44.436179"
"193648571111922346383653373954416255040","1644505306","433100526950621","57.80684280395508","39.0297737121582",1691300779,4,298,"13.858",NULL,"172","DTM",1,NULL,21,NULL,"{""0"": 0, ""1"": 0, ""2"": 1, ""3"": 0}","{}","{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}","{""LLS_0"": 1356, ""xLLS_71"": 1356}","{}","2023-08-06 08:46:38.454446"
